collection,repeat_id,decision,final_T,final_B_pool,k_requested,selected_policy,reference_policy,loss,success,param_error,seed
trec-covid,9,selection,20,1802,20,ad_probe,best_in_menu_on_eval,0.0,True,,2209423
trec-covid,10,recalibration,20,1821,20,ad_probe,ad_c(full_target_scalar_reference),0.0033341204343528136,True,27.80797707536135,2210423
trec-covid,10,selection,20,1821,20,ad_probe,best_in_menu_on_eval,0.0,True,,2210423
trec-covid,11,recalibration,20,1759,20,ad_probe,ad_c(full_target_scalar_reference),0.0005163002612963707,True,6.141812249732311,2211423
trec-covid,11,selection,20,1759,20,ad_probe,best_in_menu_on_eval,0.0,True,,2211423
trec-covid,12,recalibration,20,1883,20,ad_probe,ad_c(full_target_scalar_reference),0.0024475816231759318,True,18.89113791103773,2212423
trec-covid,12,selection,20,1883,20,ad_probe,best_in_menu_on_eval,0.0,True,,2212423
trec-covid,13,recalibration,20,1850,20,ad_probe,ad_c(full_target_scalar_reference),0.0001747854066291299,True,0.7585264546718236,2213423
trec-covid,13,selection,20,1850,20,ad_probe,best_in_menu_on_eval,0.0,True,,2213423
trec-covid,14,recalibration,20,1796,20,ad_probe,ad_c(full_target_scalar_reference),0.0015571349674200208,True,16.92501153357682,2214423
trec-covid,14,selection,20,1796,20,ad_probe,best_in_menu_on_eval,0.0,True,,2214423
trec-covid,15,recalibration,20,1830,20,ad_probe,ad_c(full_target_scalar_reference),0.001200824105276485,True,15.419111249837556,2215423
trec-covid,15,selection,20,1830,20,ad_probe,best_in_menu_on_eval,0.0,True,,2215423
trec-covid,16,recalibration,20,1819,20,ad_probe,ad_c(full_target_scalar_reference),0.0002828717378475648,True,7.126293308257345,2216423
trec-covid,16,selection,20,1819,20,ad_probe,best_in_menu_on_eval,0.0,True,,2216423
trec-covid,17,recalibration,20,1877,20,ad_probe,ad_c(full_target_scalar_reference),0.00017827488927107948,True,0.7585264546718236,2217423
trec-covid,17,selection,20,1877,20,ad_probe,best_in_menu_on_eval,0.0,True,,2217423
trec-covid,18,recalibration,20,1843,20,ad_probe,ad_c(full_target_scalar_reference),0.0034618256857392588,True,33.095000997329294,2218423
trec-covid,18,selection,20,1843,20,ad_probe,best_in_menu_on_eval,0.0,True,,2218423
trec-covid,19,recalibration,20,1875,20,ad_probe,ad_c(full_target_scalar_reference),0.004961259834310283,True,38.82088841730581,2219423
trec-covid,19,selection,20,1875,20,ad_probe,best_in_menu_on_eval,0.0,True,,2219423
trec-covid,20,recalibration,20,1847,20,ad_probe,ad_c(full_target_scalar_reference),0.0005782626182960771,True,6.141812249732311,2220423
trec-covid,20,selection,20,1847,20,ad_probe,best_in_menu_on_eval,0.0,True,,2220423
trec-covid,21,recalibration,20,1808,20,ad_probe,ad_c(full_target_scalar_reference),0.0,True,0.0,2221423
trec-covid,21,selection,20,1808,20,ad_probe,best_in_menu_on_eval,0.0,True,,2221423
trec-covid,22,recalibration,20,1856,20,ad_probe,ad_c(full_target_scalar_reference),0.004584450933963952,True,43.62331795402571,2222423
trec-covid,22,selection,20,1856,20,ad_probe,best_in_menu_on_eval,0.0,True,,2222423
trec-covid,23,recalibration,20,1804,20,ad_probe,ad_c(full_target_scalar_reference),0.00150774637590248,True,14.261819138880526,2223423
trec-covid,23,selection,20,1804,20,ad_probe,best_in_menu_on_eval,0.0,True,,2223423
trec-covid,24,recalibration,20,1738,20,ad_probe,ad_c(full_target_scalar_reference),0.0020274951537248564,True,23.52704987703089,2224423
